Ticker,Rating Date,Fiscal Year,RTG_SP_LT_LC_ISSUER_CREDIT,COUNTRY,GICS_INDUSTRY_NAME,BS_TOT_ASSET,SALES_REV_TURN,CF_CASH_FROM_OPER,CF_CASH_FROM_INV_ACT,CF_CASH_FROM_FNC_ACT,RETURN_ON_ASSET,RETURN_ON_CAP,RETURN_COM_EQY,GROSS_MARGIN,ADJ_SG&A_TO_SALES,EBITDA_MARGIN,EBIT_MARGIN,OPER_INC_TO_NET_SALES,PROF_MARGIN,NORMALIZED_PROFIT_MARGIN,FREE_CASH_FLOW_MARGIN,ASSET_TURNOVER,NET_FIX_ASSET_TURN,ACCT_RCV_TURN,INVENT_TURN,CUR_RATIO,QUICK_RATIO,CASH_RATIO,ACCT_RCV_DAYS,INVENT_DAYS,ACCOUNTS_PAYABLE_TURNOVER_DAYS,CASH_CONVERSION_CYCLE,TOT_DEBT_TO_TOT_EQY,TOT_DEBT_TO_TOT_CAP,LT_DEBT_TO_COM_EQY,LT_DEBT_TO_TOT_CAP,NON_CUR_LIAB_TO_TOT_ASSET,EBIT_TO_INT_EXP,EBITDA_TO_TOT_INT_EXP,EBITDA_LES_CAP_EXPEND_TO_INT_EXPP,TOT_DEBT_TO_EBITDA,NET_DEBT_TO_EBITDA
IQCD QD Equity,31/12/2013,-4FY,AA-,QA,Industrial Conglomerates,36777.80,5823.35,7334.03,-2716.82,-4551.65,23.00,23.83,24.99,30.91,NA,30.05,27.34,27.34,137.58,137.02,116.75,0.17,1.79,5.42,2.40,10.80,7.79,6.77,67.32,152.17,13.29,206.21,5.85,5.52,4.92,4.65,5.07,26.83,29.49,20.48,1.13,-3.26
PE&OLES* MM Equity,31/12/2013,-4FY,BBB,MX,Metals & Mining,93027.78,66550.85,12834.76,-10733.87,5989.18,5.47,9.20,11.38,27.74,NA,22.58,14.32,14.32,7.15,8.09,2.90,0.76,1.51,32.13,3.79,6.21,3.21,2.92,11.36,96.21,12.13,95.45,35.75,26.33,47.06,26.33,33.18,13.20,20.81,5.71,1.32,0.01
024110 KS Equity,31/12/2013,-4FY,A+,SK,Banks,212582797.00,9709910.00,1269763.00,-13248308.00,12930705.00,0.41,0.73,5.37,NA,NA,NA,NA,13.37,16.09,13.23,21.08,0.05,6.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,742.83,88.14,600.22,64.46,NA,NA,NA,NA,NA,NA
ISAT IJ Equity,31/12/2013,-4FY,BB+    *+,ID,Wireless Telecommunication Ser,55225061.00,22418812.00,6989453.00,-2688906.00,-2607517.00,0.70,4.88,2.02,60.28,NA,47.01,10.11,10.11,1.67,1.66,5.46,0.42,0.53,12.89,138.67,0.75,0.54,0.36,28.40,2.64,11.35,19.70,113.37,53.13,93.79,42.75,44.93,1.09,5.09,2.30,2.09,1.71
INDV LN Equity,31/12/2013,-4FY,NA,GB,Pharmaceuticals,426.00,1216.00,791.00,-3.00,-806.00,99.49,1237.97,NA,91.45,NA,59.46,57.15,57.15,40.21,40.21,64.80,2.47,93.54,5.50,2.97,0.51,0.39,0.02,66.34,122.84,153.23,35.94,0.00,NA,NA,0.00,9.62,NA,NA,NA,0.00,-0.01
IOB IN Equity,31/12/2013,-4FY,BBB-,IN,Banks,2446560.30,226480.10,36592.88,-286553.20,239933.54,0.24,1.54,4.47,NA,NA,NA,NA,3.30,7.85,7.84,47.43,0.10,12.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.73,63.99,162.91,58.66,NA,NA,NA,NA,NA,NA
INBK IN Equity,31/12/2013,-4FY,BBB-,IN,Banks,1629534.20,138975.80,226670.90,-155076.30,-63348.10,1.06,10.35,14.45,NA,NA,NA,NA,2.10,35.53,34.72,496.05,0.09,8.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.64,19.12,24.48,19.12,NA,NA,NA,NA,NA,NA
IAG CN Equity,31/12/2013,-4FY,A+,CA,Insurance,44117.00,6023.00,-195.00,-140.00,-238.00,0.90,10.70,12.63,NA,NA,NA,NA,9.15,6.39,5.86,-3.24,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.60,11.98,16.38,11.98,NA,NA,NA,NA,NA,NA
601398 CH Equity,31/12/2013,-4FY,A,CH,Banks,17542217.00,842571.00,174510.00,-1138176.00,1317005.00,1.44,8.24,22.92,NA,NA,NA,NA,36.32,44.26,44.17,26.47,0.05,5.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.50,63.44,20.64,7.52,NA,NA,NA,NA,NA,NA
IPL AU Equity,31/12/2013,-4FY,BBB,AU,Chemicals,7683.80,3403.70,614.50,-389.40,-108.60,5.00,7.51,8.90,NA,NA,16.63,11.23,11.23,10.79,12.11,4.77,0.46,1.18,10.03,3.84,1.01,0.51,0.23,36.39,95.13,147.85,-16.34,39.20,28.16,38.43,27.59,29.97,4.59,6.80,1.37,2.92,2.44
IMO CN Equity,31/12/2013,-4FY,AAA,CA,"Oil, Gas & Consumable Fuels",37218.00,31299.00,3292.00,-7735.00,4233.00,8.49,13.18,15.75,18.71,NA,14.86,11.31,11.31,9.04,9.55,-9.60,0.94,1.13,15.42,20.53,0.60,0.33,0.04,23.67,17.78,NA,NA,32.20,24.36,22.76,17.22,28.50,44.26,31.21,-11.05,1.35,1.29
III CN Equity,31/12/2013,-4FY,NA,CA,Metals & Mining,600.35,199.37,52.51,-120.59,64.81,6.00,7.92,9.25,28.54,NA,32.07,24.25,24.25,16.36,18.46,-42.83,0.37,0.52,7.03,4.34,0.46,0.25,0.03,52.03,84.34,92.43,43.94,27.16,21.36,1.73,1.36,15.17,72.37,95.72,-110.71,1.58,1.51
IMB LN Equity,31/12/2013,-4FY,BBB,GB,Tobacco,28422.00,14588.00,1839.00,-325.00,-336.00,3.23,8.26,15.56,37.90,NA,21.75,13.42,13.42,6.20,11.74,10.76,0.52,7.11,5.20,2.82,0.76,0.41,0.16,70.18,129.50,41.38,158.30,196.99,66.33,140.42,46.81,41.12,3.63,5.88,5.38,3.51,2.94
IPXL US Equity,31/12/2013,-4FY,NA,US,Pharmaceuticals,996.92,511.50,149.94,-115.89,8.40,10.88,13.53,13.49,38.96,22.44,5.79,-1.25,-1.25,19.80,7.42,22.90,0.55,2.77,4.98,3.91,4.29,3.42,2.68,73.23,93.45,42.52,124.16,0.00,0.00,0.00,0.00,3.29,-15.24,70.69,-7.56,0.00,-13.95
NK FP Equity,31/12/2013,-4FY,NA,FR,Construction Materials,4872.90,3697.60,467.70,-367.10,-1.70,4.99,7.95,10.79,NA,NA,16.30,10.59,10.59,6.54,8.17,6.37,0.76,1.98,7.21,NA,2.11,1.18,0.54,50.64,NA,349.25,NA,58.11,36.75,52.96,33.14,37.10,7.66,11.79,7.25,2.19,1.48
ITW US Equity,31/12/2013,-4FY,A+,US,Machinery,19966.00,14135.00,2528.00,-456.00,-1233.00,8.55,11.65,16.57,39.48,NA,22.12,17.79,17.79,11.88,11.55,15.28,0.72,7.63,5.54,6.04,1.63,0.99,0.60,65.94,60.42,29.10,97.26,65.34,39.52,28.78,17.40,21.15,10.52,13.08,11.54,2.03,0.87
ILG US Equity,31/12/2013,-4FY,NR,US,"Hotels, Restaurants & Leisure",1024.62,501.22,109.86,-134.03,-28.53,8.41,14.75,26.37,64.19,NA,31.01,26.48,26.48,16.20,16.87,18.99,0.52,8.88,13.96,NA,0.84,0.47,0.26,26.14,NA,25.29,NA,67.12,40.16,73.58,40.16,44.71,21.51,25.18,22.80,1.63,1.32
INFO US Equity,31/12/2013,-4FY,NA,GB,Professional Services,3096.70,947.90,340.10,-170.90,-204.10,4.46,6.17,7.35,NA,NA,38.97,24.61,24.61,14.71,20.75,32.19,0.30,16.91,6.77,NA,0.62,0.44,0.15,53.91,NA,NA,NA,27.95,21.84,22.99,17.97,17.44,11.84,18.75,16.97,1.56,1.35
IGM CN Equity,31/12/2013,-4FY,A+,CA,Capital Markets,12880.17,2596.20,715.26,-808.46,116.54,6.21,12.82,17.22,NA,NA,48.42,NA,34.19,29.69,30.49,27.99,0.21,21.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.15,21.96,29.07,21.96,NA,NA,13.64,NA,1.05,0.19
IBPO LN Equity,31/12/2013,-4FY,B,GS,IT Services,202.97,146.09,34.42,-2.49,-22.50,11.50,17.84,72.33,78.44,NA,27.78,23.23,23.23,16.03,14.98,21.92,0.72,37.07,5.91,NA,0.35,0.31,0.16,61.77,NA,65.96,NA,399.35,79.97,2.30,0.46,3.87,4.17,4.98,4.69,3.30,2.67
IEX US Equity,31/12/2013,-4FY,BBB,US,Machinery,2887.58,2024.13,401.52,-68.16,-212.60,9.00,12.43,16.80,43.15,NA,23.46,19.54,19.54,12.61,12.65,18.28,0.71,9.36,7.95,4.94,3.25,2.27,1.44,45.92,73.89,39.89,79.92,49.20,32.97,49.08,32.90,34.98,9.37,11.25,10.50,1.63,0.70
IDA US Equity,31/12/2013,-4FY,BBB,US,Electric Utilities,5364.56,1246.21,305.55,-236.59,-17.32,3.42,6.99,10.16,68.26,NA,34.14,23.41,23.41,14.64,14.64,5.64,0.23,0.35,8.94,4.19,1.90,0.96,0.31,40.85,87.03,83.46,44.42,90.10,47.40,87.28,45.81,NA,3.60,4.42,1.97,3.93,3.74
ICLR US Equity,31/12/2013,-4FY,NA,IR,Life Sciences Tools & Services,1442.46,1336.06,221.23,-184.38,31.62,7.78,12.48,12.35,36.72,23.50,12.55,9.07,9.07,7.70,8.29,14.35,1.01,8.12,4.25,NA,1.70,1.32,0.64,85.78,NA,2.75,NA,0.00,0.00,0.00,0.00,2.13,94.07,130.19,107.29,0.00,-1.91
IEP US Equity,31/12/2013,-4FY,BBB-,US,Industrial Conglomerates,31745.00,20467.00,717.00,-1456.00,893.00,3.55,13.28,18.68,22.76,NA,16.68,13.05,13.05,5.01,4.94,-2.17,0.71,2.60,11.36,8.20,2.44,2.20,1.98,32.14,44.53,31.75,44.91,69.84,41.12,152.58,41.12,32.78,4.77,6.09,4.02,2.72,-1.94
ICAD FP Equity,31/12/2013,-4FY,BBB+,FR,Equity Real Estate Investment,10278.80,1462.00,172.80,84.30,-209.60,1.40,1.88,3.72,NA,NA,29.35,11.22,11.22,8.68,4.82,-12.26,0.16,NA,NA,NA,1.05,NA,0.24,NA,NA,NA,NA,97.29,49.31,81.15,37.43,NA,1.22,3.19,0.57,10.38,9.17
IBM US Equity,31/12/2013,-4FY,AA-,US,IT Services,126223.00,98367.00,17483.00,-7325.00,-9854.00,13.43,31.81,79.15,49.49,23.06,24.57,19.81,19.81,16.76,18.59,14.09,0.80,7.07,3.34,21.62,1.28,1.03,0.28,109.38,16.89,56.59,69.68,146.57,59.44,117.34,47.31,50.02,48.48,60.12,51.11,1.39,0.93
IBE SM Equity,31/12/2013,-4FY,BBB,SP,Electric Utilities,89786.88,31077.11,4542.64,-2746.80,-2748.07,2.76,5.40,7.56,37.91,NA,21.74,7.14,7.14,8.28,8.30,3.68,0.33,0.59,6.22,9.84,0.88,0.58,0.20,58.64,37.09,100.26,-4.53,79.32,44.23,69.40,38.53,NA,1.72,5.22,2.60,4.14,3.82
IMG CN Equity,31/12/2013,-4FY,BB-,CA,Metals & Mining,4190.40,1147.10,246.30,-688.30,-133.00,-17.55,-21.31,-25.38,29.65,NA,-43.15,-58.43,-58.43,-72.57,-2.88,-32.35,0.24,0.37,8.65,2.14,3.42,1.40,1.03,42.18,170.40,NA,NA,22.29,18.23,22.62,18.23,26.31,-38.08,-10.55,-23.72,NA,NA
IAC US Equity,31/12/2013,-4FY,BB+,US,Internet Software & Services,4234.68,3022.99,410.96,-79.76,19.27,7.11,11.76,17.10,66.80,NA,18.03,14.10,14.10,9.45,8.87,10.94,0.75,10.71,13.83,NA,2.51,2.24,1.89,26.40,NA,31.99,NA,60.94,37.86,64.03,37.86,44.29,12.69,16.22,13.83,1.98,-0.05
004020 KS Equity,31/12/2013,-4FY,BBB-,SK,Metals & Mining,29520275.37,13532755.01,643956.54,-1946700.25,1143544.63,2.61,4.00,6.01,9.97,NA,10.91,5.64,5.64,5.11,4.51,-15.00,0.51,0.78,6.38,4.31,0.98,0.45,0.12,57.21,84.67,22.01,119.87,97.18,49.28,68.14,34.10,32.72,3.02,3.47,-2.81,8.80,7.02
005380 KS Equity,31/12/2013,-4FY,BBB+,SK,Automobiles,133421479.00,87307636.00,1208466.00,-6620732.00,5525358.00,6.70,9.36,13.81,22.28,NA,12.45,9.52,9.52,9.78,7.20,-2.25,0.68,4.14,3.55,9.80,1.84,1.47,0.69,102.88,37.24,36.32,103.80,84.81,45.89,65.89,32.51,33.67,24.37,31.85,22.56,4.42,2.14
012330 KS Equity,31/12/2013,-4FY,BBB+,SK,Auto Components,34430309.00,34198594.00,1879596.00,-2403014.00,203021.00,10.61,15.94,18.49,14.07,NA,10.19,8.56,8.56,10.00,10.16,3.59,1.06,9.00,6.31,13.72,2.12,1.75,0.98,57.85,26.60,49.68,34.77,15.11,13.13,6.61,5.71,20.05,78.33,91.80,74.62,0.88,-1.57
001450 KS Equity,31/12/2013,-4FY,A-,SK,Insurance,21437167.31,10493339.47,97560.68,-2322507.60,2608158.37,1.73,17.46,17.55,NA,NA,NA,NA,4.62,3.26,3.26,-0.09,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,1.74,1.79,1.74,NA,NA,NA,NA,NA,NA
086280 KS Equity,31/12/2013,-4FY,BBB+,SK,Air Freight & Logistics,5069219.08,12861255.45,407286.20,-642577.63,232718.33,10.32,14.64,22.63,7.90,NA,5.58,4.95,4.95,3.74,3.76,-1.70,2.76,10.32,8.77,23.78,1.44,1.12,0.36,41.63,15.35,25.41,31.57,59.15,37.17,21.06,13.23,13.99,40.08,40.39,5.13,1.93,0.50
HY US Equity,31/12/2013,-4FY,NA,US,Machinery,1161.30,2666.30,152.90,-26.10,-102.40,9.88,23.48,27.81,17.29,NA,6.17,5.04,5.04,4.13,4.19,4.37,2.40,17.19,7.75,6.90,1.51,0.88,0.29,47.13,52.90,51.31,48.71,15.41,13.36,1.49,1.29,8.66,14.92,18.28,14.22,0.42,-0.65
14 HK Equity,31/12/2013,-4FY,BBB+,HK,Real Estate Management & Devel,76094.00,3063.00,2148.00,-2940.00,450.00,8.52,10.04,10.14,86.78,NA,80.54,80.02,80.02,201.04,66.70,47.14,0.04,0.05,266.35,NA,2.26,1.90,1.89,1.37,NA,190.61,NA,11.34,10.18,10.18,8.75,10.11,10.05,10.11,7.23,3.04,1.34
HYPE3 BZ Equity,31/12/2013,-4FY,BB-,BZ,Pharmaceuticals,12501.99,4258.74,665.79,-121.71,-1121.65,2.04,3.57,3.68,64.55,NA,23.55,21.08,21.08,6.03,5.94,10.37,0.34,2.94,3.49,2.93,1.97,1.25,0.60,104.49,124.50,95.31,133.68,55.22,35.58,44.35,28.57,28.05,5.57,6.22,4.83,3.90,2.74
H CN Equity,31/12/2013,-4FY,NA,CA,Electric Utilities,21625.00,6074.00,1404.00,-1385.00,351.00,3.78,7.03,11.54,50.28,NA,30.77,20.94,20.94,13.22,12.92,1.17,0.29,0.38,6.87,147.32,1.03,0.75,0.28,53.12,2.48,12.23,43.37,122.56,55.07,117.05,50.30,56.48,3.53,4.55,1.30,4.86,4.56
1396 HK Equity,31/12/2013,-4FY,NA,CH,Real Estate Management & Devel,5143.11,1607.11,-1146.34,193.03,1100.74,5.33,18.85,32.74,48.30,NA,32.93,32.42,32.42,13.47,-0.83,-73.03,0.40,47.04,30.50,0.32,1.57,0.21,0.19,12.00,1145.83,95.89,1061.94,70.92,41.49,6.32,3.32,18.22,1802.97,8.55,8.11,1.42,0.31
H US Equity,31/12/2013,-4FY,BBB,US,"Hotels, Restaurants & Leisure",8177.00,4184.00,456.00,-147.00,-268.00,2.62,4.00,4.32,21.53,NA,13.81,5.57,5.57,4.95,3.58,5.35,0.53,0.95,10.41,41.82,1.34,0.87,0.56,35.07,8.73,15.08,28.72,31.04,23.69,27.03,20.59,30.93,3.58,8.26,4.94,2.57,1.73
HPHT SP Equity,31/12/2013,-4FY,NA,SI,Transportation Infrastructure,137166.02,12326.33,5422.77,-4562.30,-1210.65,1.23,2.95,2.53,63.54,NA,54.16,31.01,31.01,13.59,13.69,38.27,0.09,0.17,5.06,30.68,0.52,0.47,0.33,72.14,11.90,480.38,-396.34,40.13,28.64,35.29,19.49,25.75,7.86,13.73,12.28,5.06,4.19
HUSQB SS Equity,31/12/2013,-4FY,NA,SW,Household Durables,26762.00,30307.00,2892.00,-1071.00,-1147.00,3.34,6.33,8.18,26.46,NA,8.55,5.33,5.33,3.02,3.03,6.92,1.11,8.51,10.36,2.94,2.17,0.78,0.28,35.21,124.01,47.55,111.68,61.91,38.24,56.35,34.75,36.14,4.61,7.41,5.13,2.72,2.10
HSE CN Equity,31/12/2013,-4FY,BBB+,CA,"Oil, Gas & Consumable Fuels",36904.00,23317.00,4402.00,-4722.00,-608.00,5.08,8.44,9.40,27.47,NA,24.62,11.73,11.73,7.84,8.66,-2.68,0.65,0.79,17.59,9.53,1.18,0.60,0.26,20.75,38.29,2.51,56.52,20.36,16.92,16.63,13.61,34.31,11.74,11.50,1.43,0.71,0.52
HUN US Equity,31/12/2013,-4FY,BB,US,Chemicals,9188.00,11079.00,708.00,-566.00,-9.00,1.42,NA,6.82,15.82,NA,8.65,4.60,4.60,1.16,2.98,2.14,1.23,2.93,7.20,5.24,1.93,0.96,0.24,50.67,69.67,42.80,77.53,183.94,64.78,183.79,60.20,53.33,NA,NA,NA,4.09,3.54
HII US Equity,31/12/2013,-4FY,BB-,US,Aerospace & Defense,6225.00,6820.00,236.00,-81.00,-169.00,4.14,11.70,23.86,18.14,NA,10.82,7.51,7.51,3.83,3.37,1.42,1.08,3.47,6.73,18.64,1.92,1.56,0.75,54.27,19.58,23.24,50.60,116.96,53.91,111.77,51.52,53.20,4.34,6.25,5.08,2.41,1.00
HBAN US Equity,31/12/2013,-4FY,BBB,US,Banks,59467.17,2872.83,1013.25,-4240.33,2965.41,1.11,6.53,10.97,NA,NA,NA,NA,30.24,23.60,22.84,33.53,0.05,4.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.99,44.13,43.10,22.55,NA,NA,NA,NA,NA,NA
JBHT US Equity,31/12/2013,-4FY,BBB+,US,Road & Rail,2819.40,5584.57,574.35,-442.54,-131.57,12.96,22.31,37.95,13.05,NA,14.86,10.33,10.33,6.13,6.18,1.45,2.11,2.79,10.80,196.94,0.95,0.81,0.01,33.81,1.85,21.49,14.17,69.97,41.17,45.28,26.64,38.83,24.85,35.77,14.51,0.85,0.85
HUM US Equity,31/12/2013,-4FY,BBB+,US,Health Care Providers & Servic,20735.00,41313.00,1716.00,-1182.00,-702.00,6.05,10.96,13.56,21.18,NA,6.02,4.99,4.99,2.98,3.27,3.09,2.03,35.68,49.09,NA,1.95,1.61,1.46,7.43,NA,43.00,NA,32.23,24.38,27.91,21.11,24.58,14.72,17.76,14.61,1.21,-2.50
HBC CN Equity,31/12/2013,-4FY,B+,CA,Multiline Retail,3247.60,4077.00,353.60,-115.60,-232.10,-0.97,2.00,-3.57,39.00,NA,5.51,2.83,2.83,-0.86,1.87,4.77,1.13,2.98,41.12,1.77,1.06,0.09,0.04,9.02,209.48,220.72,-2.21,83.97,45.64,70.93,38.55,27.44,1.14,2.21,0.64,3.79,3.57
HPP US Equity,31/12/2013,-4FY,NA,US,Equity Real Estate Investment,2131.28,205.56,41.55,-424.04,393.95,-0.80,-0.15,-1.91,NA,NA,45.14,13.60,13.60,-7.22,-5.27,-211.86,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.50,44.90,104.70,44.90,NA,1.10,3.64,-15.09,9.69,9.36
HBM CN Equity,31/12/2013,-4FY,B-,CA,Metals & Mining,3616.85,501.86,150.56,-1033.17,197.36,-2.77,-2.90,-6.16,30.32,NA,13.67,-1.33,-1.33,-19.61,-13.99,-169.86,0.14,0.24,4.67,6.51,2.70,2.34,1.85,78.10,56.06,NA,NA,47.88,32.38,47.65,32.38,48.76,-0.12,0.63,-8.58,11.03,2.09
HUBB US Equity,31/12/2013,-4FY,A,US,Electrical Equipment,3187.20,3183.90,381.80,-151.10,-135.00,10.65,14.71,18.25,33.62,NA,18.16,15.94,15.94,10.25,10.22,10.14,1.04,8.58,7.53,5.81,3.50,2.55,1.61,48.50,62.81,37.14,74.18,31.20,23.78,31.33,23.77,25.27,16.48,18.77,16.86,1.03,-0.27
HSS LN Equity,31/12/2013,-4FY,NA,GB,Trading Companies & Distributo,285.41,181.58,-1.26,-12.33,7.03,-3.82,-7.97,NA,66.81,NA,14.28,2.75,2.75,-5.55,0.57,-3.28,0.69,2.98,4.85,16.93,1.29,0.94,0.03,75.01,21.50,110.47,-13.96,NA,102.69,NA,99.78,86.68,60.99,316.18,259.00,8.82,8.76
HSBA LN Equity,31/12/2013,-4FY,A+,GB,Banks,2671318.00,83837.00,10211.00,-106700.00,127462.00,0.60,2.54,8.75,NA,NA,NA,NA,24.14,23.77,25.06,12.11,0.03,7.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.40,71.13,73.16,20.17,NA,NA,NA,NA,NA,NA
HRG US Equity,31/12/2013,-4FY,B,US,Household Products,27908.80,5543.40,522.30,-2010.80,1917.50,-0.17,-7.04,-9.90,51.38,NA,19.77,13.30,13.30,-0.83,0.33,7.62,0.21,9.13,10.81,4.97,5.08,2.25,1.70,33.77,73.50,110.84,-3.57,334.68,76.99,661.40,75.38,90.76,1.44,2.14,1.95,4.47,2.73
HPQ US Equity,31/12/2013,-4FY,BBB+,US,"Technology Hardware, Storage &",105676.00,112298.00,11608.00,-2803.00,-7943.00,4.77,10.73,20.57,23.08,NA,10.46,6.35,6.35,4.55,5.24,7.49,1.05,9.59,5.81,13.97,1.11,0.69,0.27,62.86,26.12,58.01,30.97,81.67,44.96,60.90,33.06,30.75,16.74,27.56,20.05,1.92,0.89
HHC US Equity,31/12/2013,-4FY,B,US,Real Estate Management & Devel,4567.87,469.42,129.33,-294.33,830.74,-1.83,-2.18,-3.25,NA,NA,30.90,23.69,23.69,-15.72,-15.72,-29.98,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.46,40.29,67.66,40.29,NA,11.40,14.86,-12.81,10.44,4.27
HOV US Equity,31/12/2013,-4FY,B-,US,Household Durables,1759.13,1851.25,9.27,30.29,16.42,1.82,7.28,NA,17.71,NA,5.76,5.51,5.51,1.69,1.98,0.42,1.08,39.08,NA,1.48,2.81,0.62,0.62,NA,246.82,21.16,NA,NA,134.11,NA,121.93,94.55,1.12,0.48,0.47,15.95,12.86
HMHC US Equity,31/12/2013,-4FY,NA,US,Diversified Consumer Services,2910.39,1378.61,157.20,-168.58,-4.08,-3.74,-4.54,-5.86,38.61,NA,18.52,-6.28,-6.28,-8.07,-6.84,7.07,0.46,9.51,5.04,4.46,2.75,2.11,1.20,72.44,81.90,42.04,112.29,13.28,11.72,13.14,11.60,24.29,-4.06,11.96,9.16,0.96,-0.70
TWNK US Equity,31/12/2013,-4FY,NA,US,Food Products,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HST US Equity,31/12/2013,-4FY,BB,US,Equity Real Estate Investment,12814.00,5166.00,1019.00,-75.00,-500.00,2.46,2.64,4.51,NA,NA,23.60,9.91,9.91,6.14,3.27,10.28,0.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.86,38.97,22.90,13.55,NA,1.68,3.92,2.35,3.90,3.20
HPT US Equity,31/12/2013,-4FY,BBB-,US,Equity Real Estate Investment,5967.54,1563.86,391.09,-570.31,181.68,2.30,2.37,3.98,NA,NA,36.63,17.49,17.49,8.52,6.97,-7.98,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.60,46.69,0.00,0.00,NA,1.87,3.93,0.39,4.72,4.68
HOS US Equity,31/12/2013,-4FY,B+,US,Energy Equipment & Services,2834.28,548.15,222.44,-297.94,-61.88,4.08,6.14,9.05,40.67,NA,46.90,31.21,31.21,20.32,14.44,-58.42,0.20,0.29,5.57,NA,6.10,5.24,4.32,65.52,NA,56.80,NA,82.14,45.10,82.14,45.10,50.71,3.61,3.27,-3.64,4.14,2.43
HBM GR Equity,31/12/2013,-4FY,BB+,GE,Specialty Retail,1597.43,3019.96,94.88,-113.25,-68.70,3.24,5.85,6.48,37.34,NA,5.16,3.29,3.29,1.73,1.75,-0.61,1.87,4.49,387.62,3.95,2.54,0.96,0.94,0.94,92.32,37.21,56.05,45.62,31.33,44.60,30.63,27.37,3.80,5.97,1.63,2.41,0.37
HRL US Equity,31/12/2013,-4FY,A,US,Food Products,4915.88,8751.65,637.81,-691.07,-195.11,11.10,16.21,17.17,16.14,NA,10.64,9.21,9.21,6.01,6.03,6.07,1.85,9.31,16.54,7.65,2.61,1.26,0.55,22.01,47.58,19.13,50.46,7.54,7.01,7.55,7.01,16.58,64.72,74.75,66.17,0.27,-0.20
HZNP US Equity,31/12/2013,-4FY,NA,US,Pharmaceuticals,252.60,74.02,-54.29,-36.14,66.82,-66.73,NA,NA,80.24,NA,-45.32,-57.90,-57.90,-201.31,-83.45,-74.96,0.33,19.72,7.62,2.10,2.56,2.23,1.86,47.89,174.03,160.56,61.36,NA,179.58,NA,179.58,102.29,NA,NA,NA,NA,NA
HZN US Equity,31/12/2013,-4FY,NA,US,Auto Components,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMN US Equity,31/12/2013,-4FY,BBB,US,Insurance,8826.67,1031.27,205.94,-598.33,395.40,1.31,8.59,9.46,NA,NA,NA,NA,16.32,10.75,9.36,19.97,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.64,17.79,14.73,12.11,NA,NA,NA,NA,NA,NA
754 HK Equity,31/12/2013,-4FY,B-,HK,Real Estate Management & Devel,117480.75,9926.61,-360.73,442.83,1655.98,2.62,3.77,7.16,42.74,NA,44.76,42.99,42.99,30.05,15.87,-9.91,0.09,0.47,34.19,0.09,1.97,0.10,0.10,10.70,4167.19,137.01,4040.88,81.77,44.98,50.42,26.01,23.35,19.77,1.42,1.22,8.28,7.30
HKL SP Equity,31/12/2013,-4FY,A-,HK,Real Estate Management & Devel,31785.00,1114.80,298.70,-845.60,561.20,4.73,5.23,5.65,78.95,NA,99.52,99.34,99.34,128.96,68.23,-19.40,0.04,0.05,39.74,0.12,2.46,0.65,0.63,9.21,3145.85,70.80,3084.26,16.25,13.98,14.88,12.78,12.69,12.43,11.00,5.89,3.84,2.95
3 HK Equity,31/12/2013,-4FY,A+,HK,Gas Utilities,98937.20,24922.50,7370.60,-8109.40,1683.00,8.38,11.84,17.77,NA,NA,29.99,23.95,23.95,30.94,28.53,5.88,0.27,0.65,8.43,NA,1.24,0.92,0.74,43.44,NA,NA,NA,63.00,38.65,55.82,30.74,31.67,6.91,6.42,1.35,4.24,2.53
HON US Equity,31/12/2013,-4FY,A,US,Industrial Conglomerates,45435.00,39055.00,4335.00,-1959.00,-588.00,8.99,17.89,25.78,27.37,NA,16.62,14.09,14.09,10.05,10.83,8.67,0.89,7.60,5.09,6.65,1.49,1.01,0.45,71.77,54.87,63.63,63.00,50.22,33.43,38.94,25.75,30.10,16.82,18.76,16.02,1.36,0.37
